Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Germany       ,GymsSportsCentresPartial                    ,2021-03-08 ,2021-05-31 , 20.0               ,                   84 ,Public Space          ,Low
Germany       ,HotelsOtherAccommodationPartial             ,2020-10-07 ,2021-05-31 , 20.0               ,                  236 ,Business              ,Low
Germany       ,IndoorOver100                               ,2020-06-29 ,2020-09-28 , 20.0               ,                   91 ,Gathering             ,Low
Germany       ,IndoorOver1000                              ,2020-03-10 ,2020-03-22 , 20.0               ,                   12 ,Gathering             ,Low
Germany       ,IndoorOver1000                              ,2020-06-17 ,2020-06-28 , 20.0               ,                   11 ,Gathering             ,Low
Germany       ,IndoorOver50                                ,2020-09-29 ,2020-11-01 , 20.0               ,                   33 ,Gathering             ,Low
Germany       ,IndoorOver500                               ,2021-06-01 ,2022-04-02 , 20.0               ,                  305 ,Gathering             ,Low
Germany       ,MasksMandatoryAllSpacesPartial              ,2020-11-02 ,2021-06-20 , 42.5               ,                  230 ,Masks                 ,Low
Germany       ,MasksMandatoryClosedSpaces                  ,2020-04-28 ,2020-11-01 , 20.0               ,                  187 ,Masks                 ,Low
Germany       ,MasksMandatoryClosedSpaces                  ,2021-11-18 ,2022-03-31 , 20.0               ,                  133 ,Masks                 ,Low
Germany       ,MasksMandatoryClosedSpacesPartial           ,2021-06-21 ,2021-11-17 , 20.0               ,                  149 ,Masks                 ,Low
Germany       ,MasksMandatoryClosedSpacesPartial           ,2022-04-01 ,2022-07-31 , 20.0               ,                  121 ,Masks                 ,Low
Germany       ,MasksVoluntaryAllSpaces                     ,2020-04-02 ,2020-04-27 , 20.0               ,                   25 ,Masks                 ,Low
Germany       ,MassGather50                                ,2020-03-23 ,2020-05-10 , 20.0               ,                   48 ,Gathering             ,Low
Germany       ,MassGather50                                ,2020-11-02 ,2021-03-28 , 20.0               ,                  146 ,Gathering             ,Low
Germany       ,MassGather50Partial                         ,2020-09-29 ,2020-11-01 , 20.0               ,                   33 ,Gathering             ,Low
Germany       ,MassGatherAll                               ,2020-03-10 ,2020-05-10 , 20.0               ,                   61 ,Gathering             ,Low
Germany       ,MassGatherAll                               ,2020-06-08 ,2020-06-28 , 20.0               ,                   20 ,Gathering             ,Low
Germany       ,MassGatherAll                               ,2020-11-02 ,2021-03-28 , 20.0               ,                  146 ,Gathering             ,Low
Germany       ,MassGatherAllPartial                        ,2020-06-29 ,2020-11-01 , 20.0               ,                  125 ,Gathering             ,Low
Germany       ,MassGatherAllPartial                        ,2021-06-01 ,2022-04-02 , 20.0               ,                  305 ,Gathering             ,Low
Germany       ,NonEssentialShops                           ,2020-03-16 ,2020-03-22 , 55.00000000000001  ,                    6 ,Business              ,Medium
Germany       ,NonEssentialShops                           ,2020-12-16 ,2021-03-07 , 55.00000000000001  ,                   81 ,Business              ,Medium
Germany       ,NonEssentialShopsPartial                    ,2020-03-23 ,2020-05-03 , 27.500000000000004 ,                   41 ,Business              ,Low
Germany       ,NonEssentialShopsPartial                    ,2021-03-08 ,2022-02-16 , 27.500000000000004 ,                  345 ,Business              ,Low
Germany       ,OutdoorOver100                              ,2020-06-08 ,2020-11-01 , 20.0               ,                  146 ,Gathering             ,Low
Germany       ,OutdoorOver500                              ,2021-06-01 ,2022-04-02 , 20.0               ,                  305 ,Gathering             ,Low
Germany       ,PlaceOfWorshipPartial                       ,2020-12-16 ,2021-05-31 , 20.0               ,                  166 ,Public Space          ,Low
Germany       ,PrivateGatheringRestrictions                ,2020-11-02 ,2021-05-31 , 60.0               ,                  210 ,Gathering             ,Medium
Germany       ,PrivateGatheringRestrictionsPartial         ,2020-05-11 ,2020-06-29 , 30.0               ,                   49 ,Gathering             ,Low
Germany       ,PrivateGatheringRestrictionsPartial         ,2021-12-02 ,2022-03-19 , 30.0               ,                  107 ,Gathering             ,Low
Germany       ,QuarantineForInternationalTravellers        ,2020-02-14 ,2020-06-15 , 60.0               ,                  122 ,Travel                ,Medium
Germany       ,QuarantineForInternationalTravellers        ,2020-11-08 ,2021-05-11 , 60.0               ,                  184 ,Travel                ,Medium
Germany       ,QuarantineForInternationalTravellersPartial ,2020-06-16 ,2020-11-07 , 30.0               ,                  144 ,Travel                ,Low
Germany       ,QuarantineForInternationalTravellersPartial ,2021-05-12 ,2022-06-10 , 30.0               ,                  394 ,Travel                ,Low
Germany       ,RestaurantsCafes                            ,2020-03-23 ,2020-05-03 , 20.0               ,                   41 ,Business              ,Low
Germany       ,RestaurantsCafes                            ,2020-11-02 ,2021-04-22 , 20.0               ,                  171 ,Business              ,Low
Germany       ,RestaurantsCafesPartial                     ,2020-05-04 ,2020-06-08 , 20.0               ,                   35 ,Business              ,Low
Germany       ,RestaurantsCafesPartial                     ,2020-10-14 ,2020-11-01 , 20.0               ,                   18 ,Business              ,Low
Germany       ,RestaurantsCafesPartial                     ,2021-04-23 ,2022-03-19 , 20.0               ,                  330 ,Business              ,Low
Germany       ,StayHomeGen                                 ,2020-03-09 ,2020-05-05 , 20.0               ,                   57 ,Lockdown              ,Low
Germany       ,StayHomeGenPartial                          ,2020-05-06 ,2020-06-29 , 20.0               ,                   54 ,Lockdown              ,Low
Germany       ,StayHomeOrderPartial                        ,2020-12-09 ,2021-05-31 , 50.0               ,                  173 ,Lockdown              ,Medium
Germany       ,Teleworking                                 ,2021-01-19 ,2021-06-30 , 20.0               ,                  162 ,Workplace             ,Low
Germany       ,TeleworkingPartial                          ,2020-12-23 ,2021-01-18 , 20.0               ,                   26 ,Workplace             ,Low
Germany       ,TeleworkingPartial                          ,2021-07-01 ,2022-03-19 , 20.0               ,                  261 ,Workplace             ,Low
Greece        ,BanOnAllEvents                              ,2020-11-07 ,2021-01-25 , 75.0               ,                   79 ,Events                ,High
